invoiceID,prodID,amt,qty
109,15,207,4
109,16,252,3
109,22,128,13
110,1,22,18
110,25,83,15
111,3,310,13
111,7,95,17
111,23,127,7
111,45,82,2
111,48,241,5
112,10,266,2
112,21,320,9
112,30,170,4
112,42,394,3
112,47,37,15
113,1,66,13
113,7,364,19
113,14,160,12
113,43,307,7
113,45,51,9
114,9,332,2
114,15,305,14
114,19,123,3
114,22,221,9
115,1,197,19
115,11,171,17
115,16,48,12
115,17,242,8
115,23,74,13
115,35,65,8
116,7,296,9
116,12,206,7
116,22,265,9
116,30,376,5
116,42,115,9
116,43,140,17
116,45,43,13
117,13,385,17
117,19,370,8
117,43,212,14
118,3,376,10
118,4,34,16
118,8,85,3
118,12,338,9
118,18,106,13
118,30,142,7
118,34,256,8
118,42,316,19
119,15,343,6
119,23,180,3
119,24,269,18
119,33,141,7
119,36,273,2
119,38,131,3
119,42,356,7
120,2,269,2
120,9,309,3
120,10,97,18
120,16,355,16
120,21,294,15
120,32,186,11
120,33,310,18
120,34,134,2
120,38,110,12
120,45,166,6
121,14,108,2
121,19,217,14
121,27,252,20
121,37,75,9
121,40,251,20
122,29,344,4
122,30,79,6
122,32,49,4
123,9,50,16
123,14,363,8
123,15,256,20
123,41,184,14
124,10,304,19
124,12,155,13
124,20,112,8
124,34,112,8
124,35,373,18
124,38,20,20
124,47,156,15
125,18,300,13
125,27,184,6
125,34,318,3
126,15,362,4
126,18,193,13
126,28,111,3
126,32,176,7
126,39,136,18
126,40,290,11
126,42,126,12
127,2,394,12
127,37,322,20
127,38,387,4
127,40,207,11
127,43,112,20
127,45,213,16
128,19,274,2
128,21,170,7
128,22,184,4
128,23,391,11
128,36,399,19
128,45,315,4
128,48,72,6
129,2,353,4
129,12,118,10
129,14,194,9
129,25,158,10
129,38,86,4
129,40,181,6
130,24,97,13
130,28,43,7
130,32,346,19
130,47,352,6
131,1,353,8
131,16,302,14
131,35,101,12
131,38,275,2
131,40,281,16
132,11,239,14
132,33,258,13
132,35,122,9
132,46,189,12
132,47,249,6
133,28,196,14
133,30,307,5
133,37,189,4
133,38,287,7
133,47,236,2
134,1,92,7
134,6,125,15
134,12,22,3
134,16,174,2
134,33,284,7
134,38,246,7
134,45,303,13
134,46,107,15
134,48,234,8
135,4,179,10
135,22,21,10
135,34,260,7
135,43,105,17
135,45,237,9
136,8,91,9
136,14,266,9
136,15,201,14
136,18,302,8
136,20,241,5
136,23,89,4
136,24,134,12
136,44,51,10
136,46,340,5
137,15,243,18
137,41,331,11
137,42,127,18
137,43,37,12
137,45,322,15
138,1,269,13
138,2,324,4
138,31,241,7
138,41,92,3
139,1,190,2
139,3,156,13
139,26,281,12
139,34,97,10
139,36,236,20
139,43,199,3
139,48,48,14
140,37,54,10
141,7,186,3
141,22,113,12
141,42,368,11
141,47,309,15
142,26,325,13
142,38,59,16
142,46,65,16
143,4,238,14
143,10,143,19
143,11,356,12
143,28,303,14
144,7,371,18
144,9,377,11
144,18,262,17
144,22,399,15
145,25,352,11
146,17,128,9
146,27,267,12
146,30,366,17
146,39,55,3
146,42,369,3
147,3,82,8
147,17,249,14
147,19,84,5
147,25,79,11
147,33,88,10
147,34,276,9
148,8,280,10
148,21,331,2
148,48,193,13
149,19,252,10
149,42,339,18
149,47,206,6
150,6,214,20
150,10,281,8
150,30,333,20
150,39,340,14
150,40,279,4
150,46,55,10
151,2,388,13
151,4,72,2
151,18,276,2
151,23,386,18
151,37,29,18
152,3,43,9
152,16,379,3
152,24,58,8
152,36,390,5
153,1,235,15
153,17,272,8
153,18,52,11
153,31,299,8
153,42,385,10
154,34,320,15
154,43,97,7
154,47,247,18
155,2,156,7
155,10,192,11
155,14,82,2
155,17,244,10
155,19,64,5
155,25,270,17
156,2,94,16
156,6,319,20
156,36,364,16
156,38,290,5
157,6,272,12
157,10,64,18
157,20,336,18
157,23,355,15
157,31,377,11
157,32,139,16
157,44,232,17
158,1,232,2
158,9,245,5
158,20,323,15
158,21,355,13
158,27,109,7
158,36,122,3
158,37,45,7
159,6,189,10
159,13,125,12
159,32,284,9
159,37,115,9
159,45,199,8
160,4,306,8
160,17,395,18
160,18,147,13
160,22,177,4
160,35,41,5
160,37,90,2
160,44,357,17
160,48,245,17
161,8,94,17
161,13,233,17
161,18,63,16
161,34,136,20
161,40,232,15
162,23,397,15
162,26,276,3
162,28,217,15
162,32,74,12
162,47,176,9
163,1,192,14
163,6,165,9
163,14,172,3
163,33,190,4
163,35,317,5
163,42,193,7
164,1,306,13
164,2,319,11
164,4,353,10
164,6,159,17
164,8,158,20
164,9,350,4
164,19,184,20
164,35,241,20
165,6,138,5
165,15,382,4
165,19,239,11
165,26,356,18
165,33,307,15
165,38,98,4
166,9,222,8
166,11,300,4
166,44,190,6
166,46,290,5
166,47,290,7
167,1,78,17
167,8,179,14
167,26,138,15
167,27,289,16
167,29,94,17
167,36,345,17
167,37,231,14
167,39,301,11
168,21,216,16
169,4,49,3
169,9,118,19
169,10,37,16
169,11,108,18
169,14,380,13
169,16,187,2
169,20,193,17
169,22,171,15
169,23,200,2
169,48,368,7
170,4,376,3
170,7,74,15
170,16,206,11
170,36,328,9
170,41,216,5
170,43,355,13
170,44,266,4
171,2,93,20
171,14,162,10
171,15,116,20
171,22,134,9
171,36,230,6
172,14,98,13
172,16,230,14
172,34,132,16
172,39,305,14
172,46,45,20
173,2,252,16
173,12,190,10
173,20,117,9
173,24,257,3
173,37,210,14
173,46,108,9
174,19,187,12
174,38,172,5
174,44,100,8
174,45,78,19
174,46,278,5
175,6,262,16
175,10,323,16
175,19,199,4
175,25,293,15
175,30,67,17
175,45,396,13
175,46,267,16
176,8,358,15
176,18,188,14
176,26,317,17
176,28,262,2
176,29,211,3
176,35,345,4
177,2,30,3
177,3,27,7
177,32,243,10
178,3,291,19
178,4,146,11
178,6,210,12
178,11,400,6
178,24,144,12
178,28,123,5
178,34,209,10
178,48,128,5
179,2,285,13
179,3,116,16
179,12,323,4
179,14,222,6
179,17,278,18
179,32,25,2
179,34,319,16
179,38,103,19
180,4,291,15
180,10,383,6
180,40,34,2
180,41,119,13
180,43,25,8
180,48,139,14
181,14,96,15
181,23,43,11
181,35,312,16
181,44,191,17
181,45,224,10
182,2,279,4
182,7,116,11
182,13,246,10
182,18,365,7
182,24,237,13
182,30,289,6
182,37,228,6
182,38,236,8
183,3,260,13
183,6,284,6
183,23,97,18
183,37,204,7
183,43,153,10
184,31,26,13
185,1,44,18
185,4,26,14
185,7,103,5
185,27,125,11
185,32,92,2
186,2,75,19
186,20,102,3
186,21,220,4
186,23,101,5
187,2,248,19
187,7,235,6
187,33,276,8
187,35,353,4
188,3,334,13
188,9,155,13
188,12,333,15
188,31,242,17
189,3,247,15
189,10,27,9
189,22,138,16
189,48,66,9
190,27,31,16
190,35,129,15
190,45,348,10
191,14,86,5
191,17,300,5
191,18,153,15
191,39,130,8
191,44,298,5
192,5,312,17
192,10,53,4
192,14,262,7
192,48,126,16
193,19,288,8
193,22,217,11
193,35,133,16
193,39,107,3
194,21,59,9
194,22,317,20
194,23,325,8
194,28,362,2
194,32,386,19
195,8,131,7
195,11,204,9
195,33,288,7
196,20,210,7
196,23,132,2
196,35,276,16
196,40,231,13
197,3,347,2
197,11,146,6
197,16,185,12
197,26,37,19
197,39,239,14
197,46,218,9
198,4,264,19
198,8,124,4
198,9,294,19
198,12,191,4
198,24,152,6
198,25,159,7
198,31,20,11
198,32,68,10
198,36,139,9
198,43,116,15
199,12,383,12
199,14,187,2
199,23,116,5
199,37,140,9
199,42,273,8
199,46,354,3
200,1,295,7
200,24,42,14
200,40,177,6
200,45,49,19
201,6,370,20
201,16,95,8
201,18,399,2
201,25,148,8
201,27,286,20
201,36,233,3
201,41,359,17
201,45,365,8
201,47,215,7
202,5,31,8
202,6,222,17
202,12,387,20
202,15,186,8
202,20,382,15
203,10,171,20
203,20,288,12
203,28,53,11
203,30,288,12
203,44,111,2
204,9,126,3
204,12,114,11
204,27,282,19
205,12,267,3
205,25,351,18
205,38,48,3
206,12,116,12
206,34,378,20
206,44,257,14
206,48,65,14
207,4,112,12
207,27,306,8
207,37,380,17
208,2,82,17
208,48,200,18
209,12,382,11
209,21,42,18
209,27,330,16
209,33,302,2
209,47,115,18
210,4,291,8
210,21,375,2
210,26,287,8
210,29,64,15
210,33,362,11
211,9,79,15
211,25,245,13
211,36,192,11
212,12,73,10
212,22,76,9
212,26,150,10
212,28,175,11
212,35,98,20
213,2,92,16
213,5,160,11
213,8,395,3
213,22,327,18
213,25,302,9
213,28,156,4
213,35,219,19
213,36,203,8
213,41,286,2
213,44,311,5
214,16,124,15
214,18,399,18
214,23,145,3
214,30,354,12
214,33,302,11
214,41,91,3
214,47,289,13
215,9,48,4
215,27,134,11
215,32,39,14
215,34,125,15
215,47,83,13
216,6,357,16
216,12,24,10
216,14,268,14
216,27,150,13
216,34,332,7
217,16,160,2
217,34,45,9
217,37,105,20
217,42,295,6
219,11,247,12
219,15,168,3
219,20,307,3
219,41,248,5
220,3,263,5
220,12,275,9
220,15,193,19
220,22,165,12
221,9,380,12
221,11,266,16
221,18,174,10
221,24,114,2
222,11,265,12
222,15,119,7
222,37,26,9
223,15,332,17
223,33,371,3
223,40,129,13
223,45,45,16
224,16,395,12
224,19,302,9
224,31,49,6
224,36,242,3
224,40,201,5
225,9,73,14
225,17,211,9
226,4,81,13
226,21,184,7
226,33,350,4
226,40,239,4
226,44,345,16
227,28,293,13
227,36,286,3
227,37,258,8
227,44,221,3
228,8,277,20
228,26,302,14
228,43,201,5
228,46,164,19
229,28,256,4
229,32,354,6
230,5,72,7
230,6,354,18
230,9,85,13
230,25,278,7
230,32,195,10
230,44,284,15
231,8,366,18
231,24,175,17
231,30,314,4
231,34,52,6
231,44,30,18
232,5,279,2
232,13,327,11
232,16,227,16
232,24,65,2
232,25,310,13
232,36,399,11
232,39,65,4
232,43,330,18
232,45,306,14
233,6,172,12
233,10,127,7
233,11,97,16
233,29,362,12
233,37,294,9
233,41,246,14
234,10,352,3
234,11,327,17
234,19,270,11
234,21,308,11
234,28,58,3
234,40,176,12
235,30,198,6
235,33,112,18
235,36,45,18
236,10,226,16
236,22,271,19
236,29,320,7
236,32,314,10
236,35,372,15
236,45,247,13
236,47,349,15
237,3,306,17
237,6,320,3
237,8,212,5
237,9,22,14
237,13,315,6
237,19,312,4
237,20,82,18
237,23,228,10
237,41,240,3
237,44,354,6
237,48,203,3
238,3,26,6
238,4,347,8
238,16,27,15
238,24,382,16
238,30,369,7
238,36,176,20
238,44,22,4
239,2,57,20
239,5,72,16
239,29,292,3
239,46,167,5
239,47,36,9
240,21,204,17
240,23,181,17
240,40,132,9
241,10,353,11
241,26,89,17
241,27,238,16
241,32,194,7
241,40,331,7
242,2,344,11
242,14,124,9
242,34,246,15
243,8,114,16
243,34,166,2
243,36,216,20
243,44,338,16
244,9,26,11
244,14,180,6
244,19,260,12
244,34,286,17
244,48,337,14
245,5,191,10
245,41,223,6
245,48,43,4
246,9,246,2
246,12,119,15
246,18,340,8
246,21,93,11
246,27,292,6
246,39,378,5
247,1,340,16
247,6,114,6
247,18,399,5
247,22,131,18
247,23,189,3
247,30,255,8
248,17,130,13
248,30,264,17
248,48,299,6
249,1,291,16
249,6,75,10
249,12,43,11
249,18,359,19
249,23,167,11
249,40,36,9
250,16,285,18
250,27,107,14
250,35,281,5
251,3,378,13
251,15,311,11
251,43,380,12
252,4,218,13
252,8,322,12
252,16,221,17
252,23,68,17
252,24,115,2
252,31,151,7
253,13,355,17
253,29,279,18
253,32,158,6
253,41,255,20
253,44,22,13
253,46,171,14
253,48,33,3
254,14,279,10
254,15,336,6
255,2,263,7
255,14,369,15
255,16,124,11
255,19,49,16
255,23,102,14
255,33,153,5
255,40,236,3
256,14,70,10
256,16,89,3
256,21,199,11
256,33,342,3
256,37,205,18
257,8,77,3
257,10,369,17
257,16,349,11
257,18,341,3
258,15,303,3
258,23,346,10
258,33,271,10
258,38,41,4
259,7,238,8
259,13,294,15
259,24,332,4
260,4,81,8
260,12,126,14
260,14,144,9
260,23,109,20
260,43,267,18
260,46,27,19
261,35,367,20
261,42,395,13
261,45,261,4
262,3,392,19
262,5,153,20
262,16,291,3
262,18,128,16
262,20,147,7
262,23,77,17
262,28,209,19
262,43,36,8
262,46,223,18
262,48,40,15
263,1,21,19
264,9,367,3
264,18,339,19
264,31,358,18
264,33,76,5
265,10,67,17
265,44,86,4
265,48,221,17
266,11,76,6
266,15,101,16
266,28,362,13
266,33,268,10
266,37,186,3
267,8,264,7
267,23,203,6
268,5,210,13
268,6,359,19
268,14,33,3
268,16,147,15
268,22,273,6
268,24,151,5
268,32,29,19
268,44,399,13
269,11,289,16
269,34,77,17
269,36,196,12
269,42,83,17
270,10,235,8
270,26,49,15
270,34,350,5
270,43,221,10
270,48,255,4
271,1,161,12
271,12,292,17
271,14,182,11
271,28,336,4
271,32,111,18
272,21,197,9
272,23,225,19
272,28,352,15
272,30,81,7
273,7,139,11
273,25,194,18
273,31,175,13
273,38,193,14
274,2,86,19
274,11,234,8
274,17,249,17
274,22,214,15
274,23,183,11
274,27,167,2
274,34,367,7
274,37,314,10
274,47,326,20
275,24,38,9
275,26,292,2
275,38,327,18
276,5,94,17
276,8,136,4
276,46,200,20
277,16,66,13
277,20,65,16
277,30,362,8
277,33,177,3
277,38,110,10
277,44,194,6
278,8,318,12
278,11,256,14
278,30,294,9
278,39,141,5
278,40,271,4
278,41,202,7
279,6,119,11
279,8,125,12
279,10,104,6
279,13,297,2
279,26,267,3
279,30,188,10
279,38,104,19
279,39,336,6
280,8,173,11
280,23,368,10
280,33,154,8
280,38,286,4
280,39,38,2
280,42,199,16
281,8,254,4
281,15,159,18
281,35,282,18
282,8,225,13
282,38,340,5
282,39,300,16
282,40,237,8
282,41,116,12
283,11,344,17
284,2,57,3
284,11,101,9
284,20,80,6
284,22,76,10
284,25,202,4
284,26,114,14
284,29,349,10
284,32,132,8
284,34,61,10
285,24,167,13
285,28,96,2
285,32,356,9
285,46,302,2
286,10,255,9
286,17,300,10
286,23,370,6
286,26,26,13
286,41,216,16
287,22,104,17
288,27,302,13
288,33,395,15
288,36,295,12
288,39,112,19
289,2,369,15
289,5,329,16
289,15,289,18
289,18,388,11
289,19,108,17
289,22,275,4
289,41,318,20
290,18,153,5
290,26,349,15
290,45,43,5
290,47,173,19
291,9,179,17
291,15,115,4
291,35,195,5
291,38,85,4
291,45,365,19
292,18,150,3
292,21,56,14
292,23,216,3
292,33,94,15
292,42,60,7
292,43,39,7
292,44,203,13
293,9,336,7
293,30,298,11
293,34,347,8
293,46,264,7
294,13,346,14
294,17,250,11
294,22,250,9
294,30,67,7
294,46,142,13
294,47,400,9
295,1,199,8
295,11,300,12
295,14,39,3
295,41,39,7
295,42,175,20
296,5,319,19
296,6,394,5
296,17,379,3
296,23,382,20
296,25,374,5
296,33,308,2
297,1,374,8
297,3,374,19
297,10,264,6
297,31,362,20
297,38,334,11
297,39,158,11
298,1,171,6
298,7,303,10
298,10,215,10
298,24,97,12
298,35,306,18
298,38,264,19
298,40,21,18
298,47,75,5
299,6,72,6
299,11,253,9
299,18,43,10
299,20,52,17
299,21,334,15
299,38,204,20
300,14,357,6
300,43,300,12
301,4,60,5
301,5,114,2
301,7,391,3
301,14,249,3
301,30,306,20
301,45,172,3
302,6,400,17
302,8,155,10
302,35,163,16
303,2,245,8
303,4,377,18
303,5,257,9
303,6,105,2
303,23,395,10
303,25,295,5
303,37,49,20
303,42,292,9
303,43,228,7
304,5,107,19
304,21,162,10
304,22,190,16
304,28,166,20
304,31,207,15
306,5,60,20
306,10,298,14
306,12,291,12
306,20,27,16
306,23,150,20
306,31,390,11
306,42,26,14
306,44,306,7
306,46,304,13
306,47,314,12
308,3,358,6
308,10,35,18
308,22,329,14
308,24,140,4
308,32,251,9
308,33,347,4
308,46,192,16
309,2,83,9
309,4,73,15
309,23,119,3
309,27,170,9
309,34,292,14
309,35,137,17
310,14,177,13
310,24,306,7
310,45,44,9
310,47,178,18
311,18,292,5
311,34,217,13
311,48,371,6
312,39,259,13
312,47,294,16
313,2,124,15
313,4,381,14
313,12,370,10
313,20,311,19
313,32,223,11
314,11,181,15
314,17,115,10
314,27,319,6
314,34,381,9
315,14,366,5
315,21,120,4
315,28,115,3
315,29,336,14
315,30,222,5
315,35,69,10
315,38,384,6
315,39,308,2
315,47,211,3
316,6,176,14
316,40,153,20
317,6,107,10
317,8,215,4
317,9,98,13
317,34,162,16
318,13,383,9
318,19,272,14
318,31,211,20
318,34,264,20
318,37,174,5
319,25,71,14
319,30,177,14
319,35,87,20
319,41,224,5
320,11,204,10
320,15,280,12
320,35,116,8
320,38,310,5
321,16,55,16
321,23,197,3
321,35,162,8
321,41,56,7
321,48,237,2
322,7,189,3
322,14,165,5
322,26,274,9
322,29,270,19
322,44,304,8
323,9,231,3
323,18,197,15
323,20,65,14
323,24,252,20
323,29,100,8
324,14,58,15
324,23,392,19
324,30,341,7
324,31,325,2
324,33,56,9
324,36,108,7
324,46,52,17
324,47,128,10
325,8,32,11
325,11,256,19
325,14,32,4
325,21,397,14
325,27,286,8
325,29,396,8
326,14,44,8
326,15,196,11
326,35,208,9
326,36,372,15
326,39,317,18
326,40,249,9
327,2,138,17
327,14,260,13
327,28,25,3
328,10,255,3
328,23,161,20
328,29,261,13
328,36,235,17
329,4,240,16
329,15,397,10
329,19,29,18
329,26,335,2
329,43,121,18
330,12,87,11
330,21,352,16
330,22,176,13
330,24,60,6
330,29,97,18
330,36,352,17
330,43,305,4
331,4,368,11
331,14,47,14
331,17,106,17
331,18,20,3
331,22,23,7
331,24,276,8
331,33,311,2
331,34,265,20
331,38,76,18
332,2,74,14
333,1,31,4
333,28,197,9
333,29,383,7
333,32,234,17
333,43,67,4
334,4,114,15
334,6,94,17
334,14,153,18
334,25,307,10
334,32,294,2
335,18,137,3
335,23,311,16
336,23,129,11
336,40,37,13
336,43,112,3
337,5,100,17
337,6,372,12
337,20,103,16
337,24,188,7
338,44,234,10
339,24,174,5
339,28,106,10
339,45,143,17
340,4,213,4
340,5,56,18
340,23,359,12
340,32,298,6
340,44,27,10
340,45,381,5
341,4,374,6
341,5,226,3
341,14,400,7
341,15,157,5
341,31,103,2
341,33,233,11
341,36,95,14
341,44,120,11
342,15,171,9
342,31,49,3
343,16,143,7
343,18,290,7
343,36,92,9
344,3,107,17
344,6,27,5
344,10,259,19
344,21,182,16
344,23,260,3
344,25,77,7
344,38,338,19
344,42,242,4
345,21,161,16
345,38,126,5
346,37,209,20
346,47,344,7
347,20,45,3
347,32,225,5
347,37,85,19
347,42,320,15
347,44,56,2
347,46,209,3
347,48,77,7
348,2,110,17
348,14,91,4
348,20,135,15
348,23,95,17
348,24,34,18
348,37,67,19
349,17,145,20
349,38,331,7
350,24,326,2
350,44,322,8
351,1,202,11
351,9,139,19
351,33,111,14
352,9,282,8
352,19,386,13
352,20,73,3
352,30,42,3
352,43,51,11
353,7,227,6
353,30,300,11
353,33,292,3
353,37,383,17
353,41,233,8
354,4,48,4
354,6,380,11
354,13,253,12
354,14,309,19
354,23,103,19
354,29,122,4
354,35,178,19
354,41,123,13
355,8,190,12
355,21,303,6
355,27,252,3
355,41,217,2
356,7,288,14
356,22,62,16
356,31,324,14
356,45,248,4
356,48,183,16
357,10,51,10
357,11,388,18
357,13,157,7
357,15,271,10
357,19,59,12
357,28,380,14
357,40,61,6
358,12,164,15
358,26,202,5
358,38,327,14
359,1,285,6
359,9,106,2
359,14,130,15
359,15,397,15
359,16,272,10
359,20,221,13
359,25,275,14
359,35,20,14
359,37,329,6
359,38,246,5
360,3,296,10
360,28,395,8
360,30,393,18
360,47,333,13
361,6,103,3
