Year,Month,ProductID,ManufacturingCost
2005           ,3              ,31             ,3170400        
2005           ,3              ,33             ,2888499        
2005           ,3              ,34             ,1614263        
2005           ,3              ,35             ,1034540        
2005           ,3              ,36             ,3120670        
2005           ,3              ,37             ,2694660        
2005           ,3              ,39             ,712659         
2005           ,3              ,40             ,929670         
2005           ,3              ,42             ,3172312        
2005           ,3              ,43             ,2165520        
2005           ,4              ,1              ,669240         
2005           ,4              ,2              ,1688250        
2005           ,4              ,4              ,1878825        
2005           ,4              ,5              ,1283670        
2005           ,4              ,6              ,2811990        
2005           ,4              ,7              ,1586052        
2005           ,4              ,8              ,1868780        
2005           ,4              ,10             ,1672650        
2005           ,4              ,11             ,1272290        
2005           ,4              ,12             ,3208492        
2005           ,4              ,15             ,722871         
2005           ,4              ,16             ,978939         
2005           ,4              ,18             ,662816         
2005           ,4              ,19             ,2682612        
2005           ,4              ,20             ,1095640        
2005           ,4              ,21             ,1142466        
2005           ,4              ,22             ,392080         
2005           ,4              ,23             ,500976         
2005           ,4              ,24             ,1780508        
2005           ,4              ,26             ,1853186        
2005           ,4              ,27             ,2650998        
2005           ,4              ,28             ,574026         
2005           ,4              ,30             ,2182915        
2005           ,4              ,31             ,2338800        
2005           ,4              ,33             ,1424403        
2005           ,4              ,34             ,1643775        
2005           ,4              ,35             ,1150000        
2005           ,4              ,36             ,2524757        
2005           ,4              ,37             ,3686869        
2005           ,4              ,39             ,886968         
2005           ,4              ,40             ,1400700        
2005           ,4              ,42             ,4663832        
2005           ,4              ,43             ,2653392        
2005           ,5              ,1              ,832200         
2005           ,5              ,2              ,1626750        
2005           ,5              ,4              ,1729650        
2005           ,5              ,5              ,950300         
2005           ,5              ,6              ,3034296        
2005           ,5              ,7              ,1708434        
2005           ,5              ,8              ,1335795        
2005           ,5              ,10             ,2392155        
2005           ,5              ,11             ,2539645        
2005           ,5              ,12             ,1874174        
2005           ,5              ,15             ,1068501        
2005           ,5              ,16             ,1147185        
2005           ,5              ,18             ,791616         
2005           ,5              ,19             ,2586324        
2005           ,5              ,20             ,1087996        
2005           ,5              ,21             ,1134614        
2005           ,5              ,22             ,416390         
2005           ,5              ,23             ,510768         
2005           ,5              ,24             ,2417953        
2005           ,5              ,26             ,1281906        
2005           ,5              ,27             ,2032716        
2005           ,5              ,28             ,744459         
2005           ,5              ,30             ,3144582        
2005           ,5              ,31             ,3261200        
2005           ,5              ,33             ,1829211        
2005           ,5              ,34             ,1644426        
2005           ,5              ,35             ,600760         
2005           ,5              ,36             ,2934984        
2005           ,5              ,37             ,3522967        
2005           ,5              ,39             ,559011         
2005           ,5              ,40             ,1352190        
2005           ,5              ,42             ,3263408        
2005           ,5              ,43             ,2470944        
2005           ,6              ,1              ,882120         
2005           ,6              ,2              ,1478000        
2005           ,6              ,4              ,2403050        
2005           ,6              ,5              ,1442280        
2005           ,6              ,6              ,3418206        
2005           ,6              ,7              ,1403064        
2005           ,6              ,8              ,1193035        
2005           ,6              ,10             ,2155270        
2005           ,6              ,11             ,1906555        
2005           ,6              ,12             ,3677280        
2005           ,6              ,15             ,1037259        
2005           ,6              ,16             ,958464         
2005           ,6              ,18             ,670768         
2005           ,6              ,19             ,2270556        
2005           ,6              ,20             ,1255072        
2005           ,6              ,21             ,1082066        
2005           ,6              ,22             ,265070         
2005           ,6              ,23             ,457776         
2005           ,6              ,24             ,1945352        
2005           ,6              ,26             ,1316067        
2005           ,6              ,27             ,2374344        
2005           ,6              ,28             ,545055         
2005           ,6              ,30             ,2709315        
2005           ,6              ,31             ,3068400        
2005           ,6              ,33             ,2333100        
2005           ,6              ,34             ,1287027        
2005           ,6              ,35             ,621115         
2005           ,6              ,36             ,2876497        
2005           ,6              ,37             ,2170544        
2005           ,6              ,39             ,404587         
2005           ,6              ,40             ,1857030        
2005           ,6              ,42             ,2792824        
2005           ,6              ,43             ,2600976        
2005           ,7              ,1              ,586560         
2005           ,7              ,2              ,1781750        
2005           ,7              ,4              ,2306525        
2005           ,7              ,5              ,1348780        
2005           ,7              ,6              ,3865632        
2005           ,7              ,7              ,2126358        
2005           ,7              ,8              ,1911350        
2005           ,7              ,10             ,2707510        
2005           ,7              ,11             ,1891045        
2005           ,7              ,12             ,1644344        
2005           ,7              ,15             ,848946         
2005           ,7              ,16             ,1028313        
2005           ,7              ,18             ,876288         
2005           ,7              ,19             ,1900626        
2005           ,7              ,20             ,1190280        
2005           ,7              ,21             ,1132349        
2005           ,7              ,22             ,402740         
2005           ,7              ,23             ,707040         
2005           ,7              ,24             ,1539267        
2005           ,7              ,26             ,1272449        
2005           ,7              ,27             ,2568972        
2005           ,7              ,28             ,581943         
2005           ,7              ,30             ,2207261        
2005           ,7              ,31             ,2920400        
2005           ,7              ,33             ,2353704        
2005           ,7              ,34             ,1066989        
2005           ,7              ,35             ,577185         
2005           ,7              ,36             ,3409015        
2005           ,7              ,37             ,4438781        
2005           ,7              ,39             ,616338         
2005           ,7              ,40             ,983010         
2005           ,7              ,42             ,3923264        
2005           ,7              ,43             ,2052288        
2005           ,8              ,1              ,642840         
2005           ,8              ,2              ,1399250        
2005           ,8              ,4              ,2602600        
2005           ,8              ,5              ,1757460        
2005           ,8              ,6              ,1932012        
2005           ,8              ,7              ,2243826        
2005           ,8              ,8              ,1767515        
2005           ,8              ,10             ,2556175        
2005           ,8              ,11             ,1893865        
2005           ,8              ,12             ,2169530        
2005           ,8              ,15             ,989412         
2005           ,8              ,16             ,720720         
2005           ,8              ,18             ,908208         
2005           ,8              ,19             ,3472032        
2005           ,8              ,20             ,1188824        
2005           ,8              ,21             ,1125101        
2005           ,8              ,22             ,428545         
2005           ,8              ,23             ,619992         
2005           ,8              ,24             ,2230455        
2005           ,8              ,26             ,1222076        
2005           ,8              ,27             ,2977338        
2005           ,8              ,28             ,839898         
2005           ,8              ,30             ,2492833        
2005           ,8              ,31             ,2937200        
2005           ,8              ,33             ,2296134        
2005           ,8              ,34             ,1334116        
2005           ,8              ,35             ,1059265        
2005           ,8              ,36             ,2514941        
2005           ,8              ,37             ,4144313        
2005           ,8              ,39             ,616338         
2005           ,8              ,40             ,1551480        
2005           ,8              ,42             ,2408616        
2005           ,8              ,43             ,3027024        
2005           ,9              ,1              ,894720         
2005           ,9              ,2              ,1873250        
2005           ,9              ,4              ,2262000        
2005           ,9              ,5              ,1270070        
2005           ,9              ,6              ,3285144        
2005           ,9              ,7              ,2040480        
2005           ,9              ,8              ,1148960        
2005           ,9              ,10             ,2554995        
2005           ,9              ,11             ,1226700        
2005           ,9              ,12             ,2093898        
2005           ,9              ,15             ,1253370        
2005           ,9              ,16             ,843687         
2005           ,9              ,18             ,769664         
2005           ,9              ,19             ,2446494        
2005           ,9              ,20             ,1390480        
2005           ,9              ,21             ,1191692        
2005           ,9              ,22             ,646100         
2005           ,9              ,23             ,529200         
2005           ,9              ,24             ,1252718        
2005           ,9              ,26             ,859043         
2005           ,9              ,27             ,2432850        
2005           ,9              ,28             ,698262         
2005           ,9              ,30             ,2354324        
2005           ,9              ,31             ,2993200        
2005           ,9              ,33             ,1844058        
2005           ,9              ,34             ,1648983        
2005           ,9              ,35             ,1049030        
2005           ,9              ,36             ,2416372        
2005           ,9              ,37             ,3409995        
2005           ,9              ,39             ,761935         
2005           ,9              ,40             ,1769040        
2005           ,9              ,42             ,3608912        
2005           ,9              ,43             ,1455552        
2005           ,10             ,1              ,1009800        
2005           ,10             ,2              ,2177750        
2005           ,10             ,4              ,2772900        
2005           ,10             ,5              ,1030710        
2005           ,10             ,6              ,3319716        
2005           ,10             ,7              ,1562652        
2005           ,10             ,8              ,1268930        
2005           ,10             ,10             ,2374750        
2005           ,10             ,11             ,1756390        
2005           ,10             ,12             ,1638476        
2005           ,10             ,15             ,988182         
2005           ,10             ,16             ,670878         
2005           ,10             ,18             ,775152         
2005           ,10             ,19             ,1462728        
2005           ,10             ,20             ,1272180        
2005           ,10             ,21             ,1025441        
2005           ,10             ,22             ,535340         
2005           ,10             ,23             ,426096         
2005           ,10             ,24             ,1961258        
2005           ,10             ,26             ,1436113        
2005           ,10             ,27             ,3293976        
2005           ,10             ,28             ,610740         
2005           ,10             ,30             ,2233910        
2005           ,10             ,31             ,3748000        
2005           ,10             ,33             ,2764572        
2005           ,10             ,34             ,1933253        
2005           ,10             ,35             ,810865         
2005           ,10             ,36             ,2941528        
2005           ,10             ,37             ,2972460        
2005           ,10             ,39             ,624874         
2005           ,10             ,40             ,2190510        
2005           ,10             ,42             ,2857488        
2005           ,10             ,43             ,1456560        
2005           ,11             ,1              ,831840         
2005           ,11             ,2              ,1465250        
2005           ,11             ,4              ,2009800        
2005           ,11             ,5              ,839120         
2005           ,11             ,6              ,2713902        
2005           ,11             ,7              ,1954134        
2005           ,11             ,8              ,1442650        
2005           ,11             ,10             ,2226365        
2005           ,11             ,11             ,1802215        
2005           ,11             ,12             ,2342962        
2005           ,11             ,15             ,842919         
2005           ,11             ,16             ,679653         
2005           ,11             ,18             ,666512         
2005           ,11             ,19             ,2552694        
2005           ,11             ,20             ,1148966        
2005           ,11             ,21             ,1088559        
2005           ,11             ,22             ,646100         
2005           ,11             ,23             ,689040         
2005           ,11             ,24             ,1351287        
2005           ,11             ,26             ,904977         
2005           ,11             ,27             ,2528106        
2005           ,11             ,28             ,535920         
2005           ,11             ,30             ,3153465        
2005           ,11             ,31             ,2176800        
2005           ,11             ,33             ,1758006        
2005           ,11             ,34             ,1513792        
2005           ,11             ,35             ,787405         
2005           ,11             ,36             ,2819237        
2005           ,11             ,37             ,2670121        
2005           ,11             ,39             ,613331         
2005           ,11             ,40             ,1719480        
2005           ,11             ,42             ,3792992        
2005           ,11             ,43             ,2807952        
2005           ,12             ,1              ,732720         
2005           ,12             ,2              ,1562750        
2005           ,12             ,4              ,1970150        
2005           ,12             ,5              ,1444150        
2005           ,12             ,6              ,3366348        
2005           ,12             ,7              ,1384344        
2005           ,12             ,8              ,1757410        
2005           ,12             ,10             ,2974190        
2005           ,12             ,11             ,1486375        
2005           ,12             ,12             ,3230986        
2005           ,12             ,15             ,1070469        
2005           ,12             ,16             ,1003392        
2005           ,12             ,18             ,748160         
2005           ,12             ,19             ,2210376        
2005           ,12             ,20             ,1326052        
2005           ,12             ,21             ,1007019        
2005           ,12             ,22             ,651885         
2005           ,12             ,23             ,629784         
2005           ,12             ,24             ,2775838        
2005           ,12             ,26             ,1110522        
2005           ,12             ,27             ,1468824        
2005           ,12             ,28             ,568632         
2005           ,12             ,30             ,1981238        
2005           ,12             ,31             ,2885600        
2005           ,12             ,33             ,2851533        
2005           ,12             ,34             ,1655493        
2005           ,12             ,35             ,925865         
2005           ,12             ,36             ,2840505        
2005           ,12             ,37             ,3569267        
2005           ,12             ,39             ,698885         
2005           ,12             ,40             ,1745520        
2005           ,12             ,42             ,2466200        
2005           ,12             ,43             ,2155440        
2006           ,1              ,1              ,879720         
2006           ,1              ,2              ,1603250        
2006           ,1              ,4              ,1868100        
2006           ,1              ,5              ,888590         
2006           ,1              ,6              ,3757092        
2006           ,1              ,7              ,1172808        
2006           ,1              ,8              ,1574015        
2006           ,1              ,10             ,2584495        
2006           ,1              ,11             ,1275815        
2006           ,1              ,12             ,2382408        
2006           ,1              ,15             ,362112         
2006           ,1              ,16             ,716040         
2006           ,1              ,18             ,1048544        
2006           ,1              ,19             ,2878728        
2006           ,1              ,20             ,1200290        
2006           ,1              ,21             ,1079650        
2006           ,1              ,22             ,476190         
2006           ,1              ,23             ,744336         
2006           ,1              ,24             ,1980056        
2006           ,1              ,26             ,1704383        
2006           ,1              ,27             ,1863372        
2006           ,1              ,28             ,655197         
2006           ,1              ,30             ,3070228        
2006           ,1              ,31             ,1776400        
2006           ,1              ,33             ,2483388        
2006           ,1              ,34             ,1441314        
2006           ,1              ,35             ,1050870        
2006           ,1              ,36             ,2682222        
2006           ,1              ,37             ,3461388        
2006           ,1              ,39             ,814218         
2006           ,1              ,40             ,1656480        
2006           ,1              ,42             ,4421696        
2006           ,1              ,43             ,1953504        
2006           ,2              ,1              ,626640         
2006           ,2              ,2              ,1520000        
2006           ,2              ,4              ,2689700        
2006           ,2              ,5              ,640050         
2006           ,2              ,6              ,1902264        
2006           ,2              ,7              ,1564290        
2006           ,2              ,8              ,1478985        
2006           ,2              ,10             ,2674470        
2006           ,2              ,11             ,1680250        
2006           ,2              ,12             ,3218598        
2006           ,2              ,15             ,903435         
2006           ,2              ,16             ,646191         
2006           ,2              ,18             ,667744         
2006           ,2              ,19             ,1591230        
2006           ,2              ,20             ,1340248        
2006           ,2              ,21             ,904943         
2006           ,2              ,22             ,395915         
2006           ,2              ,23             ,675360         
2006           ,2              ,24             ,1700014        
2006           ,2              ,26             ,1452325        
2006           ,2              ,27             ,2521050        
2006           ,2              ,28             ,707484         
2006           ,2              ,30             ,2747479        
2006           ,2              ,31             ,1886400        
2006           ,2              ,33             ,2768511        
2006           ,2              ,34             ,1793939        
2006           ,2              ,35             ,580405         
2006           ,2              ,36             ,2880587        
2006           ,2              ,37             ,3206738        
2006           ,2              ,39             ,565898         
2006           ,2              ,40             ,1529640        
2006           ,2              ,42             ,3847272        
2006           ,2              ,43             ,2748480        
2006           ,3              ,1              ,630960         
2006           ,3              ,2              ,1634000        
2006           ,3              ,4              ,2815150        
2006           ,3              ,5              ,1321070        
2006           ,3              ,6              ,3222030        
2006           ,3              ,7              ,1711944        
2006           ,3              ,8              ,1498120        
2006           ,3              ,10             ,2251145        
2006           ,3              ,11             ,1510580        
2006           ,3              ,12             ,2440436        
2006           ,3              ,15             ,945255         
2006           ,3              ,16             ,873288         
2006           ,3              ,18             ,631344         
2006           ,3              ,19             ,2290734        
2006           ,3              ,20             ,1417780        
2006           ,3              ,21             ,1441295        
2006           ,3              ,22             ,556010         
2006           ,3              ,23             ,491904         
2006           ,3              ,24             ,1847506        
2006           ,3              ,26             ,1525472        
2006           ,3              ,27             ,1903650        
2006           ,3              ,28             ,750549         
2006           ,3              ,30             ,1924979        
2006           ,3              ,31             ,1878400        
2006           ,3              ,33             ,2160693        
2006           ,3              ,34             ,1728405        
2006           ,3              ,35             ,834900         
2006           ,3              ,36             ,3198789        
2006           ,3              ,37             ,3054874        
2006           ,3              ,39             ,625456         
2006           ,3              ,40             ,1420650        
2006           ,3              ,42             ,3847272        
2006           ,3              ,43             ,3576720        
2006           ,4              ,1              ,773880         
2006           ,4              ,2              ,1834250        
2006           ,4              ,4              ,2094625        
2006           ,4              ,5              ,1623160        
2006           ,4              ,6              ,2459838        
2006           ,4              ,7              ,1515618        
2006           ,4              ,8              ,1837390        
2006           ,4              ,10             ,2217220        
2006           ,4              ,11             ,1688945        
2006           ,4              ,12             ,1973930        
2006           ,4              ,15             ,1003803        
2006           ,4              ,16             ,523926         
2006           ,4              ,18             ,514528         
2006           ,4              ,19             ,2254626        
2006           ,4              ,20             ,1772680        
2006           ,4              ,21             ,865079         
2006           ,4              ,22             ,645255         
2006           ,4              ,23             ,586080         
2006           ,4              ,24             ,2272630        
2006           ,4              ,26             ,1367212        
2006           ,4              ,27             ,1862490        
2006           ,4              ,28             ,748548         
2006           ,4              ,30             ,1903923        
2006           ,4              ,31             ,2537600        
2006           ,4              ,33             ,2204931        
2006           ,4              ,34             ,1905911        
2006           ,4              ,35             ,594665         
2006           ,4              ,36             ,2912080        
2006           ,4              ,37             ,4437392        
2006           ,4              ,39             ,567644         
2006           ,4              ,40             ,1685040        
2006           ,4              ,42             ,3035904        
2006           ,4              ,43             ,3020640        
2006           ,5              ,1              ,1025280        
2006           ,5              ,2              ,1473000        
2006           ,5              ,4              ,2821325        
2006           ,5              ,5              ,1009800        
2006           ,5              ,6              ,2861436        
2006           ,5              ,7              ,1630512        
2006           ,5              ,8              ,1060380        
2006           ,5              ,10             ,2016915        
2006           ,5              ,11             ,2533770        
2006           ,5              ,12             ,2699280        
2006           ,5              ,15             ,888552         
2006           ,5              ,16             ,855270         
2006           ,5              ,18             ,948192         
2006           ,5              ,19             ,2988114        
2006           ,5              ,20             ,2058420        
2006           ,5              ,21             ,1055490        
2006           ,5              ,22             ,396370         
2006           ,5              ,23             ,549000         
2006           ,5              ,24             ,2382044        
2006           ,5              ,26             ,879308         
2006           ,5              ,27             ,2378166        
2006           ,5              ,28             ,523218         
2006           ,5              ,30             ,2658320        
2006           ,5              ,31             ,3922000        
2006           ,5              ,33             ,2587620        
2006           ,5              ,34             ,1545257        
2006           ,5              ,35             ,867330         
2006           ,5              ,36             ,2764431        
2006           ,5              ,37             ,4618888        
2006           ,5              ,39             ,729537         
2006           ,5              ,40             ,1901970        
2006           ,5              ,42             ,2503016        
2006           ,5              ,43             ,2215584        
2006           ,6              ,1              ,897840         
2006           ,6              ,2              ,1918000        
2006           ,6              ,4              ,2114450        
2006           ,6              ,5              ,1358470        
2006           ,6              ,6              ,3724128        
2006           ,6              ,7              ,2029482        
2006           ,6              ,8              ,1344180        
2006           ,6              ,10             ,2198045        
2006           ,6              ,11             ,2103250        
2006           ,6              ,12             ,1633260        
2006           ,6              ,15             ,1168869        
2006           ,6              ,16             ,1039077        
2006           ,6              ,18             ,703136         
2006           ,6              ,19             ,2505612        
2006           ,6              ,20             ,1209572        
2006           ,6              ,21             ,1260548        
2006           ,6              ,22             ,435695         
2006           ,6              ,23             ,549936         
2006           ,6              ,24             ,1595902        
2006           ,6              ,26             ,1588583        
2006           ,6              ,27             ,1634934        
2006           ,6              ,28             ,575940         
2006           ,6              ,30             ,1835162        
2006           ,6              ,31             ,2312400        
2006           ,6              ,33             ,1896477        
2006           ,6              ,34             ,2058245        
2006           ,6              ,35             ,833520         
2006           ,6              ,36             ,2256453        
2006           ,6              ,37             ,3766968        
2006           ,6              ,39             ,568808         
2006           ,6              ,40             ,1725150        
2006           ,6              ,42             ,4774752        
2006           ,6              ,43             ,2252208        
2006           ,7              ,1              ,715320         
2006           ,7              ,2              ,1780250        
2006           ,7              ,4              ,2860975        
2006           ,7              ,5              ,1540540        
2006           ,7              ,6              ,2969574        
2006           ,7              ,7              ,1794780        
2006           ,7              ,8              ,1439855        
2006           ,7              ,10             ,3203995        
2006           ,7              ,11             ,1522330        
2006           ,7              ,12             ,1718346        
2006           ,7              ,15             ,1124589        
2006           ,7              ,16             ,914004         
2006           ,7              ,18             ,957152         
2006           ,7              ,19             ,2101698        
2006           ,7              ,20             ,1285648        
2006           ,7              ,21             ,1046732        
2006           ,7              ,22             ,480935         
2006           ,7              ,23             ,442584         
2006           ,7              ,24             ,1847506        
2006           ,7              ,26             ,1439201        
2006           ,7              ,27             ,2738610        
2006           ,7              ,28             ,515127         
2006           ,7              ,30             ,2150673        
2006           ,7              ,31             ,2956800        
2006           ,7              ,33             ,2478237        
2006           ,7              ,34             ,1784608        
2006           ,7              ,35             ,945300         
2006           ,7              ,36             ,3377931        
2006           ,7              ,37             ,1927469        
2006           ,7              ,39             ,446879         
2006           ,7              ,40             ,1971900        
2006           ,7              ,42             ,2930176        
2006           ,7              ,43             ,3425520        
2006           ,8              ,1              ,522000         
2006           ,8              ,2              ,1687750        
2006           ,8              ,4              ,2148900        
2006           ,8              ,5              ,1083750        
2006           ,8              ,6              ,2786262        
2006           ,8              ,7              ,2318706        
2006           ,8              ,8              ,1410400        
2006           ,8              ,10             ,1704805        
2006           ,8              ,11             ,2427315        
2006           ,8              ,12             ,2667332        
2006           ,8              ,15             ,984492         
2006           ,8              ,16             ,1216098        
2006           ,8              ,18             ,831264         
2006           ,8              ,19             ,2903154        
2006           ,8              ,20             ,1396122        
2006           ,8              ,21             ,1125705        
2006           ,8              ,22             ,352625         
2006           ,8              ,23             ,582912         
2006           ,8              ,24             ,1720981        
2006           ,8              ,26             ,1483398        
2006           ,8              ,27             ,1904532        
2006           ,8              ,28             ,531657         
2006           ,8              ,30             ,1962485        
2006           ,8              ,31             ,3261600        
2006           ,8              ,33             ,1871328        
2006           ,8              ,34             ,1507499        
2006           ,8              ,35             ,554645         
2006           ,8              ,36             ,3014739        
2006           ,8              ,37             ,3740577        
2006           ,8              ,39             ,920433         
2006           ,8              ,40             ,938070         
2006           ,8              ,42             ,3271432        
2006           ,8              ,43             ,1714272        
2006           ,9              ,1              ,885000         
2006           ,9              ,2              ,2700000        
2006           ,9              ,4              ,2532725        
2006           ,9              ,5              ,1427660        
2006           ,9              ,6              ,2571192        
2006           ,9              ,7              ,1380132        
2006           ,9              ,8              ,1681730        
2006           ,9              ,10             ,2495995        
2006           ,9              ,11             ,2107245        
2006           ,9              ,12             ,2604088        
2006           ,9              ,15             ,821148         
2006           ,9              ,16             ,812448         
2006           ,9              ,18             ,1031968        
2006           ,9              ,19             ,3292200        
2006           ,9              ,20             ,1018654        
2006           ,9              ,21             ,1031330        
2006           ,9              ,22             ,447655         
2006           ,9              ,23             ,429624         
2006           ,9              ,24             ,1627473        
2006           ,9              ,26             ,1694347        
2006           ,9              ,27             ,1972152        
2006           ,9              ,28             ,732279         
2006           ,9              ,30             ,2503361        
2006           ,9              ,31             ,1998800        
2006           ,9              ,33             ,2456118        
2006           ,9              ,34             ,1705620        
2006           ,9              ,35             ,930235         
2006           ,9              ,36             ,3194699        
2006           ,9              ,37             ,2959496        
2006           ,9              ,39             ,722456         
2006           ,9              ,40             ,1402800        
2006           ,9              ,42             ,3551800        
2006           ,9              ,43             ,2616096        
2006           ,10             ,1              ,634680         
2006           ,10             ,2              ,2572750        
2006           ,10             ,4              ,2009150        
2006           ,10             ,5              ,1196970        
2006           ,10             ,6              ,3318912        
2006           ,10             ,7              ,1238562        
2006           ,10             ,8              ,2570755        
2006           ,10             ,10             ,2336400        
2006           ,10             ,11             ,1549355        
2006           ,10             ,12             ,2545082        
2006           ,10             ,15             ,1140210        
2006           ,10             ,16             ,762138         
2006           ,10             ,18             ,663040         
2006           ,10             ,19             ,2566146        
2006           ,10             ,20             ,1322230        
2006           ,10             ,21             ,1066664        
2006           ,10             ,22             ,433355         
2006           ,10             ,23             ,644760         
2006           ,10             ,24             ,2498206        
2006           ,10             ,26             ,1515436        
2006           ,10             ,27             ,2444022        
2006           ,10             ,28             ,750984         
2006           ,10             ,30             ,3530828        
2006           ,10             ,31             ,3197600        
2006           ,10             ,33             ,2300073        
2006           ,10             ,34             ,1287027        
2006           ,10             ,35             ,766475         
2006           ,10             ,36             ,3559527        
2006           ,10             ,37             ,3723446        
2006           ,10             ,39             ,1047794        
2006           ,10             ,40             ,1437450        
2006           ,10             ,42             ,4118200        
2006           ,10             ,43             ,2492112        
2006           ,11             ,1              ,938280         
2006           ,11             ,2              ,2054000        
2006           ,11             ,4              ,1747525        
2006           ,11             ,5              ,1183880        
2006           ,11             ,6              ,2492802        
2006           ,11             ,7              ,1784718        
2006           ,11             ,8              ,1320530        
2006           ,11             ,10             ,2639955        
2006           ,11             ,11             ,2641400        
2006           ,11             ,12             ,1740840        
2006           ,11             ,15             ,612663         
2006           ,11             ,16             ,586872         
2006           ,11             ,18             ,752304         
2006           ,11             ,19             ,2442954        
2006           ,11             ,20             ,976066         
2006           ,11             ,21             ,954320         
2006           ,11             ,22             ,578760         
2006           ,11             ,23             ,469368         
2006           ,11             ,24             ,2208042        
2006           ,11             ,26             ,1252377        
2006           ,11             ,27             ,1983618        
2006           ,11             ,28             ,665028         
2006           ,11             ,30             ,2970541        
2006           ,11             ,31             ,3919600        
2006           ,11             ,33             ,2376732        
2006           ,11             ,34             ,1325653        
2006           ,11             ,35             ,740715         
2006           ,11             ,36             ,2550524        
2006           ,11             ,37             ,2878934        
2006           ,11             ,39             ,645535         
2006           ,11             ,40             ,1523340        
2006           ,11             ,42             ,3622128        
2006           ,11             ,43             ,1839936        
2006           ,12             ,1              ,670800         
2006           ,12             ,2              ,1643500        
2006           ,12             ,4              ,2386475        
2006           ,12             ,5              ,1380570        
2006           ,12             ,6              ,2528580        
2006           ,12             ,7              ,2164734        
2006           ,12             ,8              ,1858890        
2006           ,12             ,10             ,2294215        
2006           ,12             ,11             ,2011835        
2006           ,12             ,12             ,2628538        
2006           ,12             ,15             ,723978         
2006           ,12             ,16             ,898092         
2006           ,12             ,18             ,956928         
2006           ,12             ,19             ,2782794        
2006           ,12             ,20             ,1566838        
2006           ,12             ,21             ,1289993        
2006           ,12             ,22             ,508235         
2006           ,12             ,23             ,612432         
2006           ,12             ,24             ,2371199        
2006           ,12             ,26             ,1348491        
2006           ,12             ,27             ,2228814        
2006           ,12             ,28             ,515649         
2006           ,12             ,30             ,2613247        
2006           ,12             ,31             ,2233200        
2006           ,12             ,33             ,2057067        
2006           ,12             ,34             ,1792420        
2006           ,12             ,35             ,1017405        
